#Easting Northing Mass/Area
489790 1431690 1.4e-221
491290 1332690 0
491290 1334190 0
491290 1335690 0
491290 1337190 0
491290 1338690 0
491290 1340190 0
491290 1341690 0
491290 1343190 0
491290 1344690 0
491290 1346190 0
491290 1347690 0
491290 1349190 0
491290 1350690 0
491290 1352190 0
491290 1353690 0
491290 1355190 0
491290 1356690 0
491290 1358190 0
491290 1359690 0
491290 1361190 0
491290 1362690 6.3e-320
491290 1364190 7.5e-314
491290 1365690 6.4e-308
491290 1367190 3.8e-302
491290 1368690 1.6e-296
491290 1370190 4.8e-291
491290 1371690 9.6e-286
491290 1373190 1.3e-280
491290 1374690 1.1e-275
491290 1376190 6e-271
491290 1377690 2.1e-266
491290 1379190 4.8e-262
491290 1380690 6.9e-258
491290 1382190 6.3e-254
491290 1383690 3.6e-250
491290 1385190 1.3e-246
491290 1386690 3.1e-243
491290 1388190 4.5e-240
491290 1389690 4.3e-237
491290 1391190 2.6e-234
491290 1392690 1e-231
491290 1394190 2.6e-229
491290 1395690 4.4e-227
491290 1397190 5.2e-225
491290 1398690 4.2e-223
491290 1400190 2.4e-221
491290 1401690 9.7e-220
491290 1403190 2.8e-218
491290 1404690 5.7e-217
491290 1406190 8.2e-216
491290 1407690 8.5e-215
491290 1409190 6.6e-214
491290 1410690 4.1e-213
491290 1412190 2.1e-212
491290 1413690 8.5e-212
491290 1415190 2.7e-211
491290 1416690 6.4e-211
491290 1418190 1.1e-210
491290 1419690 1.4e-210
491290 1421190 1.2e-210
491290 1422690 8.2e-211
491290 1424190 4.2e-211
491290 1425690 1.6e-211
491290 1427190 5.2e-212
491290 1428690 1.4e-212
491290 1430190 3.3e-213
491290 1431690 6.8e-214
492790 1332690 0
492790 1334190 0
492790 1335690 0
492790 1337190 0
492790 1338690 0
492790 1340190 0
492790 1341690 0
492790 1343190 0
492790 1344690 0
492790 1346190 0
492790 1347690 0
492790 1349190 0
492790 1350690 0
492790 1352190 0
492790 1353690 0
492790 1355190 0
492790 1356690 0
492790 1358190 0
492790 1359690 4.9e-324
492790 1361190 1.3e-317
492790 1362690 2.5e-311
492790 1364190 3.7e-305
492790 1365690 3.9e-299
492790 1367190 2.9e-293
492790 1368690 1.5e-287
492790 1370190 4.9e-282
492790 1371690 1.1e-276
492790 1373190 1.6e-271
492790 1374690 1.4e-266
492790 1376190 8.4e-262
492790 1377690 3.1e-257
492790 1379190 7.4e-253
492790 1380690 1.1e-248
492790 1382190 1e-244
492790 1383690 5.7e-241
492790 1385190 2.1e-237
492790 1386690 4.6e-234
492790 1388190 6.6e-231
492790 1389690 5.9e-228
492790 1391190 3.3e-225
492790 1392690 1.2e-222
492790 1394190 2.8e-220
492790 1395690 4.3e-218
492790 1397190 4.3e-216
492790 1398690 2.9e-214
492790 1400190 1.4e-212
492790 1401690 4.5e-211
492790 1403190 1.1e-209
492790 1404690 1.9e-208
492790 1406190 2.5e-207
492790 1407690 2.3e-206
492790 1409190 1.5e-205
492790 1410690 7.4e-205
492790 1412190 2.9e-204
492790 1413690 9.4e-204
492790 1415190 2.6e-203
492790 1416690 5.6e-203
492790 1418190 9.1e-203
492790 1419690 1.1e-202
492790 1421190 9.6e-203
492790 1422690 6.2e-203
492790 1424190 2.9e-203
492790 1425690 1.1e-203
492790 1427190 3.1e-204
492790 1428690 7.3e-205
492790 1430190 1.5e-205
492790 1431690 2.7e-206
494290 1332690 0
494290 1334190 0
494290 1335690 0
494290 1337190 0
494290 1338690 0
494290 1340190 0
494290 1341690 0
494290 1343190 0
494290 1344690 0
494290 1346190 0
494290 1347690 0
494290 1349190 0
494290 1350690 0
494290 1352190 0
494290 1353690 0
494290 1355190 0
494290 1356690 0
494290 1358190 2.8e-322
494290 1359690 1.2e-315
494290 1361190 4.1e-309
494290 1362690 1e-302
494290 1364190 1.9e-296
494290 1365690 2.4e-290
494290 1367190 2.1e-284
494290 1368690 1.2e-278
494290 1370190 4.4e-273
494290 1371690 1.1e-267
494290 1373190 1.7e-262
494290 1374690 1.7e-257
494290 1376190 1.1e-252
494290 1377690 4.5e-248
494290 1379190 1.1e-243
494290 1380690 1.7e-239
494290 1382190 1.6e-235
494290 1383690 9.3e-232
494290 1385190 3.2e-228
494290 1386690 6.9e-225
494290 1388190 9.2e-222
494290 1389690 7.5e-219
494290 1391190 3.9e-216
494290 1392690 1.3e-213
494290 1394190 2.7e-211
494290 1395690 3.7e-209
494290 1397190 3.4e-207
494290 1398690 2e-205
494290 1400190 7.9e-204
494290 1401690 2.1e-202
494290 1403190 4.1e-201
494290 1404690 5.8e-200
494290 1406190 6.2e-199
494290 1407690 4.9e-198
494290 1409190 2.9e-197
494290 1410690 1.2e-196
494290 1412190 3.9e-196
494290 1413690 9.8e-196
494290 1415190 2.1e-195
494290 1416690 3.8e-195
494290 1418190 5.7e-195
494290 1419690 6.5e-195
494290 1421190 5.5e-195
494290 1422690 3.4e-195
494290 1424190 1.5e-195
494290 1425690 5.3e-196
494290 1427190 1.4e-196
494290 1428690 3e-197
494290 1430190 5.3e-198
494290 1431690 8.3e-199
495790 1332690 0
495790 1334190 0
495790 1335690 0
495790 1337190 0
495790 1338690 0
495790 1340190 0
495790 1341690 0
495790 1343190 0
495790 1344690 0
495790 1346190 0
495790 1347690 0
495790 1349190 0
495790 1350690 0
495790 1352190 0
495790 1353690 0
495790 1355190 0
495790 1356690 7.7e-321
495790 1358190 5.5e-314
495790 1359690 3.1e-307
495790 1361190 1.3e-300
495790 1362690 4.2e-294
495790 1364190 9.1e-288
495790 1365690 1.3e-281
495790 1367190 1.3e-275
495790 1368690 8.3e-270
495790 1370190 3.6e-264
495790 1371690 1e-258
495790 1373190 1.9e-253
495790 1374690 2.2e-248
495790 1376190 1.6e-243
495790 1377690 7.1e-239
495790 1379190 1.9e-234
495790 1380690 3e-230
495790 1382190 2.9e-226
495790 1383690 1.6e-222
495790 1385190 5.6e-219
495790 1386690 1.1e-215
495790 1388190 1.4e-212
495790 1389690 1.1e-209
495790 1391190 4.8e-207
495790 1392690 1.4e-204
495790 1394190 2.5e-202
495790 1395690 2.9e-200
495790 1397190 2.3e-198
495790 1398690 1.2e-196
495790 1400190 4.1e-195
495790 1401690 9.7e-194
495790 1403190 1.5e-192
495790 1404690 1.7e-191
495790 1406190 1.4e-190
495790 1407690 9.1e-190
495790 1409190 4.5e-189
495790 1410690 1.7e-188
495790 1412190 4.7e-188
495790 1413690 9.7e-188
495790 1415190 1.6e-187
495790 1416690 2.2e-187
495790 1418190 2.7e-187
495790 1419690 2.8e-187
495790 1421190 2.3e-187
495790 1422690 1.3e-187
495790 1424190 5.9e-188
495790 1425690 1.9e-188
495790 1427190 4.8e-189
495790 1428690 9.2e-190
495790 1430190 1.5e-190
495790 1431690 2e-191
497290 1332690 0
497290 1334190 0
497290 1335690 0
497290 1337190 0
497290 1338690 0
497290 1340190 0
497290 1341690 0
497290 1343190 0
497290 1344690 0
497290 1346190 0
497290 1347690 0
497290 1349190 0
497290 1350690 0
497290 1352190 0
497290 1353690 0
497290 1355190 9.3e-320
497290 1356690 1.1e-312
497290 1358190 1e-305
497290 1359690 7.6e-299
497290 1361190 4e-292
497290 1362690 1.4e-285
497290 1364190 3.6e-279
497290 1365690 6.1e-273
497290 1367190 7.3e-267
497290 1368690 5.9e-261
497290 1370190 3.1e-255
497290 1371690 1.1e-249
497290 1373190 2.2e-244
497290 1374690 2.9e-239
497290 1376190 2.3e-234
497290 1377690 1.1e-229
497290 1379190 3e-225
497290 1380690 4.9e-221
497290 1382190 4.8e-217
497290 1383690 2.7e-213
497290 1385190 9e-210
497290 1386690 1.8e-206
497290 1388190 2.1e-203
497290 1389690 1.4e-200
497290 1391190 6e-198
497290 1392690 1.5e-195
497290 1394190 2.4e-193
497290 1395690 2.4e-191
497290 1397190 1.5e-189
497290 1398690 6.3e-188
497290 1400190 1.8e-186
497290 1401690 3.6e-185
497290 1403190 5e-184
497290 1404690 4.8e-183
497290 1406190 3.2e-182
497290 1407690 1.6e-181
497290 1409190 6e-181
497290 1410690 1.8e-180
497290 1412190 4.4e-180
497290 1413690 8e-180
497290 1415190 1.1e-179
497290 1416690 1.2e-179
497290 1418190 1.1e-179
497290 1419690 9.5e-180
497290 1421190 6.9e-180
497290 1422690 3.9e-180
497290 1424190 1.6e-180
497290 1425690 5.1e-181
497290 1427190 1.2e-181
497290 1428690 2.2e-182
497290 1430190 3.1e-183
497290 1431690 3.8e-184
498790 1332690 0
498790 1334190 0
498790 1335690 0
498790 1337190 0
498790 1338690 0
498790 1340190 0
498790 1341690 0
498790 1343190 0
498790 1344690 0
498790 1346190 0
498790 1347690 0
498790 1349190 0
498790 1350690 0
498790 1352190 0
498790 1353690 5e-319
498790 1355190 9.5e-312
498790 1356690 1.5e-304
498790 1358190 1.8e-297
498790 1359690 1.6e-290
498790 1361190 9.5e-284
498790 1362690 4.1e-277
498790 1364190 1.3e-270
498790 1365690 2.8e-264
498790 1367190 4.2e-258
498790 1368690 4.1e-252
498790 1370190 2.5e-246
498790 1371690 9.8e-241
498790 1373190 2.3e-235
498790 1374690 3.4e-230
498790 1376190 3e-225
498790 1377690 1.5e-220
498790 1379190 4.6e-216
498790 1380690 7.9e-212
498790 1382190 7.9e-208
498790 1383690 4.5e-204
498790 1385190 1.4e-200
498790 1386690 2.7e-197
498790 1388190 2.9e-194
498790 1389690 1.8e-191
498790 1391190 6.8e-189
498790 1392690 1.5e-186
498790 1394190 2.1e-184
498790 1395690 1.8e-182
498790 1397190 9.8e-181
498790 1398690 3.4e-179
498790 1400190 7.7e-178
498790 1401690 1.2e-176
498790 1403190 1.3e-175
498790 1404690 1.1e-174
498790 1406190 6.2e-174
498790 1407690 2.5e-173
498790 1409190 7.4e-173
498790 1410690 1.7e-172
498790 1412190 3.3e-172
498790 1413690 5.1e-172
498790 1415190 6.1e-172
498790 1416690 5.6e-172
498790 1418190 4.1e-172
498790 1419690 2.7e-172
498790 1421190 1.6e-172
498790 1422690 8.2e-173
498790 1424190 3.3e-173
498790 1425690 9.9e-174
498790 1427190 2.2e-174
498790 1428690 3.8e-175
498790 1430190 5.1e-176
498790 1431690 5.6e-177
500290 1332690 0
500290 1334190 0
500290 1335690 0
500290 1337190 0
500290 1338690 0
500290 1340190 0
500290 1341690 0
500290 1343190 0
500290 1344690 0
500290 1346190 0
500290 1347690 0
500290 1349190 0
500290 1350690 0
500290 1352190 1.1e-318
500290 1353690 3.5e-311
500290 1355190 8.9e-304
500290 1356690 1.8e-296
500290 1358190 2.5e-289
500290 1359690 2.5e-282
500290 1361190 1.9e-275
500290 1362690 1.1e-268
500290 1364190 4.4e-262
500290 1365690 1.2e-255
500290 1367190 2.2e-249
500290 1368690 2.5e-243
500290 1370190 1.8e-237
500290 1371690 8.4e-232
500290 1373190 2.4e-226
500290 1374690 4.1e-221
500290 1376190 4.1e-216
500290 1377690 2.3e-211
500290 1379190 7.5e-207
500290 1380690 1.4e-202
500290 1382190 1.4e-198
500290 1383690 7.8e-195
500290 1385190 2.5e-191
500290 1386690 4.3e-188
500290 1388190 4.2e-185
500290 1389690 2.4e-182
500290 1391190 7.7e-180
500290 1392690 1.5e-177
500290 1394190 1.7e-175
500290 1395690 1.2e-173
500290 1397190 5.6e-172
500290 1398690 1.6e-170
500290 1400190 3.1e-169
500290 1401690 3.8e-168
500290 1403190 3.3e-167
500290 1404690 2.1e-166
500290 1406190 9.6e-166
500290 1407690 3.3e-165
500290 1409190 8.1e-165
500290 1410690 1.5e-164
500290 1412190 2.1e-164
500290 1413690 2.6e-164
500290 1415190 2.6e-164
500290 1416690 2.1e-164
500290 1418190 1.3e-164
500290 1419690 6.6e-165
500290 1421190 3.1e-165
500290 1422690 1.3e-165
500290 1424190 4.8e-166
500290 1425690 1.4e-166
500290 1427190 3e-167
500290 1428690 4.8e-168
500290 1430190 6e-169
500290 1431690 6.1e-170
501790 1332690 0
501790 1334190 0
501790 1335690 0
501790 1337190 0
501790 1338690 0
501790 1340190 0
501790 1341690 0
501790 1343190 0
501790 1344690 0
501790 1346190 0
501790 1347690 0
501790 1349190 0
501790 1350690 1.1e-318
501790 1352190 5.4e-311
501790 1353690 2.2e-303
501790 1355190 6.9e-296
501790 1356690 1.6e-288
501790 1358190 2.7e-281
501790 1359690 3.6e-274
501790 1361190 3.7e-267
501790 1362690 2.7e-260
501790 1364190 1.3e-253
501790 1365690 4.4e-247
501790 1367190 9.6e-241
501790 1368690 1.4e-234
501790 1370190 1.3e-228
501790 1371690 7.3e-223
501790 1373190 2.5e-217
501790 1374690 4.8e-212
501790 1376190 5.4e-207
501790 1377690 3.4e-202
501790 1379190 1.2e-197
501790 1380690 2.3e-193
501790 1382190 2.4e-189
501790 1383690 1.3e-185
501790 1385190 4e-182
501790 1386690 6.6e-179
501790 1388190 6e-176
501790 1389690 3.1e-173
501790 1391190 8.7e-171
501790 1392690 1.4e-168
501790 1394190 1.4e-166
501790 1395690 8e-165
501790 1397190 2.9e-163
501790 1398690 6.8e-162
501790 1400190 1e-160
501790 1401690 1.1e-159
501790 1403190 7.5e-159
501790 1404690 3.6e-158
501790 1406190 1.3e-157
501790 1407690 3.4e-157
501790 1409190 7e-157
501790 1410690 1.1e-156
501790 1412190 1.2e-156
501790 1413690 1.1e-156
501790 1415190 8.9e-157
501790 1416690 6e-157
501790 1418190 3.2e-157
501790 1419690 1.4e-157
501790 1421190 5e-158
501790 1422690 1.7e-158
501790 1424190 5.3e-159
501790 1425690 1.4e-159
501790 1427190 2.9e-160
501790 1428690 4.5e-161
501790 1430190 5.3e-162
501790 1431690 5e-163
503290 1332690 0
503290 1334190 0
503290 1335690 0
503290 1337190 0
503290 1338690 0
503290 1340190 0
503290 1341690 0
503290 1343190 0
503290 1344690 0
503290 1346190 0
503290 1347690 0
503290 1349190 5e-319
503290 1350690 3.5e-311
503290 1352190 2.2e-303
503290 1353690 1.1e-295
503290 1355190 4.1e-288
503290 1356690 1.1e-280
503290 1358190 2.6e-273
503290 1359690 4.7e-266
503290 1361190 6e-259
503290 1362690 5.4e-252
503290 1364190 3.3e-245
503290 1365690 1.4e-238
503290 1367190 4e-232
503290 1368690 7.4e-226
503290 1370190 8.4e-220
503290 1371690 5.7e-214
503290 1373190 2.3e-208
503290 1374690 5.3e-203
503290 1376190 6.9e-198
503290 1377690 4.9e-193
503290 1379190 1.9e-188
503290 1380690 3.8e-184
503290 1382190 4.1e-180
503290 1383690 2.3e-176
503290 1385190 6.7e-173
503290 1386690 1e-169
503290 1388190 8.4e-167
503290 1389690 3.7e-164
503290 1391190 9.1e-162
503290 1392690 1.3e-159
503290 1394190 1e-157
503290 1395690 4.9e-156
503290 1397190 1.4e-154
503290 1398690 2.6e-153
503290 1400190 3.1e-152
503290 1401690 2.5e-151
503290 1403190 1.4e-150
503290 1404690 5.4e-150
503290 1406190 1.5e-149
503290 1407690 3e-149
503290 1409190 4.7e-149
503290 1410690 5.9e-149
503290 1412190 5.7e-149
503290 1413690 4.1e-149
503290 1415190 2.5e-149
503290 1416690 1.3e-149
503290 1418190 6.1e-150
503290 1419690 2.3e-150
503290 1421190 6.7e-151
503290 1422690 1.8e-151
503290 1424190 4.5e-152
503290 1425690 1e-152
503290 1427190 2e-153
503290 1428690 3e-154
503290 1430190 3.4e-155
503290 1431690 3e-156
504790 1332690 0
504790 1334190 0
504790 1335690 0
504790 1337190 0
504790 1338690 0
504790 1340190 0
504790 1341690 0
504790 1343190 0
504790 1344690 0
504790 1346190 0
504790 1347690 9.3e-320
504790 1349190 9.5e-312
504790 1350690 8.9e-304
504790 1352190 6.9e-296
504790 1353690 4.1e-288
504790 1355190 1.9e-280
504790 1356690 7.1e-273
504790 1358190 2.2e-265
504790 1359690 4.9e-258
504790 1361190 7.7e-251
504790 1362690 8.8e-244
504790 1364190 7.2e-237
504790 1365690 4.1e-230
504790 1367190 1.5e-223
504790 1368690 3.4e-217
504790 1370190 4.9e-211
504790 1371690 4.2e-205
504790 1373190 2.1e-199
504790 1374690 5.8e-194
504790 1376190 8.9e-189
504790 1377690 7.2e-184
504790 1379190 3.1e-179
504790 1380690 6.6e-175
504790 1382190 7.3e-171
504790 1383690 4e-167
504790 1385190 1.1e-163
504790 1386690 1.6e-160
504790 1388190 1.2e-157
504790 1389690 4.6e-155
504790 1391190 9.5e-153
504790 1392690 1.1e-150
504790 1394190 7e-149
504790 1395690 2.7e-147
504790 1397190 6.2e-146
504790 1398690 9e-145
504790 1400190 8.3e-144
504790 1401690 5e-143
504790 1403190 2.1e-142
504790 1404690 6.5e-142
504790 1406190 1.4e-141
504790 1407690 2.2e-141
504790 1409190 2.7e-141
504790 1410690 2.6e-141
504790 1412190 2e-141
504790 1413690 1.2e-141
504790 1415190 5.8e-142
504790 1416690 2.4e-142
504790 1418190 8.7e-143
504790 1419690 2.8e-143
504790 1421190 7.2e-144
504790 1422690 1.5e-144
504790 1424190 3e-145
504790 1425690 5.9e-146
504790 1427190 1e-146
504790 1428690 1.4e-147
504790 1430190 1.6e-148
504790 1431690 1.3e-149
506290 1332690 0
506290 1334190 0
506290 1335690 0
506290 1337190 0
506290 1338690 0
506290 1340190 0
506290 1341690 0
506290 1343190 0
506290 1344690 0
506290 1346190 7.7e-321
506290 1347690 1.1e-312
506290 1349190 1.5e-304
506290 1350690 1.8e-296
506290 1352190 1.6e-288
506290 1353690 1.1e-280
506290 1355190 7.1e-273
506290 1356690 3.6e-265
506290 1358190 1.4e-257
506290 1359690 3.9e-250
506290 1361190 8.1e-243
506290 1362690 1.3e-235
506290 1364190 1.4e-228
506290 1365690 1e-221
506290 1367190 4.7e-215
506290 1368690 1.4e-208
506290 1370190 2.6e-202
506290 1371690 2.9e-196
506290 1373190 1.8e-190
506290 1374690 6.1e-185
506290 1376190 1.1e-179
506290 1377690 1e-174
506290 1379190 4.9e-170
506290 1380690 1.2e-165
506290 1382190 1.3e-161
506290 1383690 7.4e-158
506290 1385190 2e-154
506290 1386690 2.6e-151
506290 1388190 1.7e-148
506290 1389690 5.5e-146
506290 1391190 9.5e-144
506290 1392690 8.8e-142
506290 1394190 4.5e-140
506290 1395690 1.3e-138
