#Easting Northing Mass/Area
506290 1397190 2.4e-137
506290 1398690 2.6e-136
506290 1400190 1.9e-135
506290 1401690 8.8e-135
506290 1403190 2.8e-134
506290 1404690 6.3e-134
506290 1406190 1.1e-133
506290 1407690 1.3e-133
506290 1409190 1.2e-133
506290 1410690 8.9e-134
506290 1412190 5.4e-134
506290 1413690 2.7e-134
506290 1415190 1.1e-134
506290 1416690 3.4e-135
506290 1418190 9.7e-136
506290 1419690 2.5e-136
506290 1421190 5.7e-137
506290 1422690 1e-137
506290 1424190 1.7e-138
506290 1425690 2.6e-139
506290 1427190 3.9e-140
506290 1428690 5e-141
506290 1430190 5.2e-142
506290 1431690 4.2e-143
507790 1332690 0
507790 1334190 0
507790 1335690 0
507790 1337190 0
507790 1338690 0
507790 1340190 0
507790 1341690 0
507790 1343190 0
507790 1344690 2.8e-322
507790 1346190 5.5e-314
507790 1347690 1e-305
507790 1349190 1.8e-297
507790 1350690 2.5e-289
507790 1352190 2.7e-281
507790 1353690 2.6e-273
507790 1355190 2.2e-265
507790 1356690 1.4e-257
507790 1358190 6.6e-250
507790 1359690 2.5e-242
507790 1361190 7.1e-235
507790 1362690 1.5e-227
507790 1364190 2.1e-220
507790 1365690 2e-213
507790 1367190 1.3e-206
507790 1368690 5.2e-200
507790 1370190 1.3e-193
507790 1371690 1.8e-187
507790 1373190 1.4e-181
507790 1374690 6.2e-176
507790 1376190 1.4e-170
507790 1377690 1.7e-165
507790 1379190 9.6e-161
507790 1380690 2.6e-156
507790 1382190 3.2e-152
507790 1383690 1.8e-148
507790 1385190 4.4e-145
507790 1386690 5.1e-142
507790 1388190 2.8e-139
507790 1389690 7.3e-137
507790 1391190 9.7e-135
507790 1392690 6.9e-133
507790 1394190 2.7e-131
507790 1395690 6.1e-130
507790 1397190 8.1e-129
507790 1398690 6.6e-128
507790 1400190 3.5e-127
507790 1401690 1.2e-126
507790 1403190 3e-126
507790 1404690 5e-126
507790 1406190 6.2e-126
507790 1407690 6e-126
507790 1409190 4.4e-126
507790 1410690 2.5e-126
507790 1412190 1.1e-126
507790 1413690 4.4e-127
507790 1415190 1.5e-127
507790 1416690 3.9e-128
507790 1418190 8.5e-129
507790 1419690 1.7e-129
507790 1421190 3.3e-130
507790 1422690 5.3e-131
507790 1424190 7.2e-132
507790 1425690 8.9e-133
507790 1427190 1.1e-133
507790 1428690 1.3e-134
507790 1430190 1.3e-135
507790 1431690 9.6e-137
509290 1332690 0
509290 1334190 0
509290 1335690 0
509290 1337190 0
509290 1338690 0
509290 1340190 0
509290 1341690 0
509290 1343190 4.9e-324
509290 1344690 1.2e-315
509290 1346190 3.1e-307
509290 1347690 7.6e-299
509290 1349190 1.6e-290
509290 1350690 2.5e-282
509290 1352190 3.6e-274
509290 1353690 4.7e-266
509290 1355190 4.9e-258
509290 1356690 3.9e-250
509290 1358190 2.5e-242
509290 1359690 1.3e-234
509290 1361190 4.8e-227
509290 1362690 1.3e-219
509290 1364190 2.5e-212
509290 1365690 3.4e-205
509290 1367190 3e-198
509290 1368690 1.6e-191
509290 1370190 5.3e-185
509290 1371690 1.1e-178
509290 1373190 1.2e-172
509290 1374690 7.7e-167
509290 1376190 2.6e-161
509290 1377690 4.5e-156
509290 1379190 3.5e-151
509290 1380690 1.1e-146
509290 1382190 1.5e-142
509290 1383690 8.3e-139
509290 1385190 1.8e-135
509290 1386690 1.7e-132
509290 1388190 7e-130
509290 1389690 1.3e-127
509290 1391190 1.2e-125
509290 1392690 6.1e-124
509290 1394190 1.6e-122
509290 1395690 2.6e-121
509290 1397190 2.4e-120
509290 1398690 1.4e-119
509290 1400190 5.4e-119
509290 1401690 1.4e-118
509290 1403190 2.5e-118
509290 1404690 3.2e-118
509290 1406190 2.9e-118
509290 1407690 2.1e-118
509290 1409190 1.2e-118
509290 1410690 5.3e-119
509290 1412190 1.9e-119
509290 1413690 5.5e-120
509290 1415190 1.4e-120
509290 1416690 3.2e-121
509290 1418190 5.8e-122
509290 1419690 9.3e-123
509290 1421190 1.4e-123
509290 1422690 2e-124
509290 1424190 2.3e-125
509290 1425690 2.4e-126
509290 1427190 2.4e-127
509290 1428690 2.4e-128
509290 1430190 2.2e-129
509290 1431690 1.6e-130
510790 1332690 0
510790 1334190 0
510790 1335690 0
510790 1337190 0
510790 1338690 0
510790 1340190 0
510790 1341690 0
510790 1343190 1.3e-317
510790 1344690 4.1e-309
510790 1346190 1.3e-300
510790 1347690 4e-292
510790 1349190 9.5e-284
510790 1350690 1.9e-275
510790 1352190 3.7e-267
510790 1353690 6e-259
510790 1355190 7.7e-251
510790 1356690 8.1e-243
510790 1358190 7.1e-235
510790 1359690 4.8e-227
510790 1361190 2.4e-219
510790 1362690 9.1e-212
510790 1364190 2.5e-204
510790 1365690 4.5e-197
510790 1367190 5.5e-190
510790 1368690 4.3e-183
510790 1370190 2.2e-176
510790 1371690 7.2e-170
510790 1373190 1.5e-163
510790 1374690 1.9e-157
510790 1376190 1.1e-151
510790 1377690 2.8e-146
510790 1379190 2.8e-141
510790 1380690 1.1e-136
510790 1382190 1.5e-132
510790 1383690 7.5e-129
510790 1385190 1.4e-125
510790 1386690 1e-122
510790 1388190 3.1e-120
510790 1389690 3.9e-118
510790 1391190 2.3e-116
510790 1392690 7.1e-115
510790 1394190 1.2e-113
510790 1395690 1.1e-112
510790 1397190 6.9e-112
510790 1398690 2.7e-111
510790 1400190 7.1e-111
510790 1401690 1.3e-110
510790 1403190 1.6e-110
510790 1404690 1.5e-110
510790 1406190 1e-110
510790 1407690 5.5e-111
510790 1409190 2.3e-111
510790 1410690 7.9e-112
510790 1412190 2.2e-112
510790 1413690 5.1e-113
510790 1415190 1e-113
510790 1416690 1.9e-114
510790 1418190 2.9e-115
510790 1419690 3.7e-116
510790 1421190 4.5e-117
510790 1422690 5.3e-118
510790 1424190 5.5e-119
510790 1425690 4.9e-120
510790 1427190 4e-121
510790 1428690 3.3e-122
510790 1430190 2.7e-123
510790 1431690 1.9e-124
512290 1332690 0
512290 1334190 0
512290 1335690 0
512290 1337190 0
512290 1338690 0
512290 1340190 0
512290 1341690 6.3e-320
512290 1343190 2.5e-311
512290 1344690 1e-302
512290 1346190 4.2e-294
512290 1347690 1.4e-285
512290 1349190 4.1e-277
512290 1350690 1.1e-268
512290 1352190 2.7e-260
512290 1353690 5.4e-252
512290 1355190 8.8e-244
512290 1356690 1.3e-235
512290 1358190 1.5e-227
512290 1359690 1.3e-219
512290 1361190 9.1e-212
512290 1362690 4.8e-204
512290 1364190 1.8e-196
512290 1365690 4.7e-189
512290 1367190 8.6e-182
512290 1368690 1.1e-174
512290 1370190 1.2e-167
512290 1371690 8.9e-161
512290 1373190 4e-154
512290 1374690 8.6e-148
512290 1376190 7.7e-142
512290 1377690 2.6e-136
512290 1379190 3.1e-131
512290 1380690 1.3e-126
512290 1382190 1.8e-122
512290 1383690 8.3e-119
512290 1385190 1.3e-115
512290 1386690 7.6e-113
512290 1388190 1.6e-110
512290 1389690 1.4e-108
512290 1391190 5.6e-107
512290 1392690 1e-105
512290 1394190 1e-104
512290 1395690 5.7e-104
512290 1397190 2e-103
512290 1398690 4.8e-103
512290 1400190 7.9e-103
512290 1401690 9.4e-103
512290 1403190 8.2e-103
512290 1404690 5.3e-103
512290 1406190 2.7e-103
512290 1407690 1.1e-103
512290 1409190 3.3e-104
512290 1410690 8.6e-105
512290 1412190 1.9e-105
512290 1413690 3.5e-106
512290 1415190 5.5e-107
512290 1416690 7.8e-108
512290 1418190 1e-108
512290 1419690 1.1e-109
512290 1421190 1.1e-110
512290 1422690 1e-111
512290 1424190 9.2e-113
512290 1425690 7.2e-114
512290 1427190 5.1e-115
512290 1428690 3.5e-116
512290 1430190 2.5e-117
512290 1431690 1.6e-118
513790 1332690 0
513790 1334190 0
513790 1335690 0
513790 1337190 0
513790 1338690 0
513790 1340190 1.4e-322
513790 1341690 7.5e-314
513790 1343190 3.7e-305
513790 1344690 1.9e-296
513790 1346190 9.1e-288
513790 1347690 3.6e-279
513790 1349190 1.3e-270
513790 1350690 4.4e-262
513790 1352190 1.3e-253
513790 1353690 3.3e-245
513790 1355190 7.2e-237
513790 1356690 1.4e-228
513790 1358190 2.1e-220
513790 1359690 2.5e-212
513790 1361190 2.5e-204
513790 1362690 1.8e-196
513790 1364190 9.7e-189
513790 1365690 3.9e-181
513790 1367190 1.3e-173
513790 1368690 4.1e-166
513790 1370190 1.1e-158
513790 1371690 1.8e-151
513790 1373190 1.4e-144
513790 1374690 4.5e-138
513790 1376190 5.6e-132
513790 1377690 2.5e-126
513790 1379190 3.6e-121
513790 1380690 1.6e-116
513790 1382190 2.2e-112
513790 1383690 9.4e-109
513790 1385190 1.2e-105
513790 1386690 5.4e-103
513790 1388190 8.4e-101
513790 1389690 5e-99
513790 1391190 1.3e-97
513790 1392690 1.5e-96
513790 1394190 8.7e-96
513790 1395690 2.9e-95
513790 1397190 5.8e-95
513790 1398690 7.9e-95
513790 1400190 7.7e-95
513790 1401690 5.7e-95
513790 1403190 3.2e-95
513790 1404690 1.4e-95
513790 1406190 5e-96
513790 1407690 1.5e-96
513790 1409190 3.4e-97
513790 1410690 6.7e-98
513790 1412190 1.1e-98
513790 1413690 1.7e-99
513790 1415190 2.1e-100
513790 1416690 2.3e-101
513790 1418190 2.4e-102
513790 1419690 2.3e-103
513790 1421190 1.9e-104
513790 1422690 1.4e-105
513790 1424190 1.1e-106
513790 1425690 7.7e-108
513790 1427190 4.7e-109
513790 1428690 2.7e-110
513790 1430190 1.7e-111
513790 1431690 9.7e-113
515290 1332690 0
515290 1334190 0
515290 1335690 0
515290 1337190 0
515290 1338690 0
515290 1340190 1.1e-316
515290 1341690 6.4e-308
515290 1343190 3.9e-299
515290 1344690 2.4e-290
515290 1346190 1.3e-281
515290 1347690 6.1e-273
515290 1349190 2.8e-264
515290 1350690 1.2e-255
515290 1352190 4.4e-247
515290 1353690 1.4e-238
515290 1355190 4.1e-230
515290 1356690 1e-221
515290 1358190 2e-213
515290 1359690 3.4e-205
515290 1361190 4.5e-197
515290 1362690 4.7e-189
515290 1364190 3.9e-181
515290 1365690 3e-173
515290 1367190 2.6e-165
515290 1368690 2.2e-157
515290 1370190 1.2e-149
515290 1371690 3.2e-142
515290 1373190 4.1e-135
515290 1374690 2.1e-128
515290 1376190 3.8e-122
515290 1377690 2.3e-116
515290 1379190 4.1e-111
515290 1380690 2.1e-106
515290 1382190 2.9e-102
515290 1383690 1.1e-98
515290 1385190 1.1e-95
515290 1386690 3.6e-93
515290 1388190 3.8e-91
515290 1389690 1.5e-89
515290 1391190 2.3e-88
515290 1392690 1.6e-87
515290 1394190 5.9e-87
515290 1395690 1.2e-86
515290 1397190 1.4e-86
515290 1398690 1.1e-86
515290 1400190 6.4e-87
515290 1401690 2.8e-87
515290 1403190 9.8e-88
515290 1404690 2.9e-88
515290 1406190 6.9e-89
515290 1407690 1.4e-89
515290 1409190 2.4e-90
515290 1410690 3.6e-91
515290 1412190 4.6e-92
515290 1413690 5.4e-93
515290 1415190 5.5e-94
515290 1416690 4.9e-95
515290 1418190 4.1e-96
515290 1419690 3.3e-97
515290 1421190 2.3e-98
515290 1422690 1.5e-99
515290 1424190 9.3e-101
515290 1425690 5.8e-102
515290 1427190 3.1e-103
515290 1428690 1.6e-104
515290 1430190 8.1e-106
515290 1431690 4.3e-107
516790 1332690 0
516790 1334190 0
516790 1335690 0
516790 1337190 0
516790 1338690 7.4e-320
516790 1340190 5.6e-311
516790 1341690 3.8e-302
516790 1343190 2.9e-293
516790 1344690 2.1e-284
516790 1346190 1.3e-275
516790 1347690 7.3e-267
516790 1349190 4.2e-258
516790 1350690 2.2e-249
516790 1352190 9.6e-241
516790 1353690 4e-232
516790 1355190 1.5e-223
516790 1356690 4.7e-215
516790 1358190 1.3e-206
516790 1359690 3e-198
516790 1361190 5.5e-190
516790 1362690 8.6e-182
516790 1364190 1.3e-173
516790 1365690 2.6e-165
516790 1367190 5.9e-157
516790 1368690 9.9e-149
516790 1370190 9.5e-141
516790 1371690 4.5e-133
516790 1373190 9.6e-126
516790 1374690 8.1e-119
516790 1376190 2.3e-112
516790 1377690 2.1e-106
516790 1379190 4.9e-101
516790 1380690 2.9e-96
516790 1382190 3.9e-92
516790 1383690 1.2e-88
516790 1385190 9.9e-86
516790 1386690 2.1e-83
516790 1388190 1.4e-81
516790 1389690 3.4e-80
516790 1391190 3.1e-79
516790 1392690 1.3e-78
516790 1394190 2.8e-78
516790 1395690 3.2e-78
516790 1397190 2.3e-78
516790 1398690 1.1e-78
516790 1400190 3.9e-79
516790 1401690 1e-79
516790 1403190 2.2e-80
516790 1404690 4.1e-81
516790 1406190 6.7e-82
516790 1407690 9.4e-83
516790 1409190 1.2e-83
516790 1410690 1.3e-84
516790 1412190 1.3e-85
516790 1413690 1.2e-86
516790 1415190 9.7e-88
516790 1416690 7.1e-89
516790 1418190 4.8e-90
516790 1419690 3.2e-91
516790 1421190 1.9e-92
516790 1422690 1e-93
516790 1424190 5.6e-95
516790 1425690 3e-96
516790 1427190 1.5e-97
516790 1428690 6.6e-99
516790 1430190 2.9e-100
516790 1431690 1.4e-101
518290 1332690 0
518290 1334190 0
518290 1335690 0
518290 1337190 2.5e-323
518290 1338690 2.4e-314
518290 1340190 2e-305
518290 1341690 1.6e-296
518290 1343190 1.5e-287
518290 1344690 1.2e-278
518290 1346190 8.3e-270
518290 1347690 5.9e-261
518290 1349190 4.1e-252
518290 1350690 2.5e-243
518290 1352190 1.4e-234
518290 1353690 7.4e-226
518290 1355190 3.4e-217
518290 1356690 1.4e-208
518290 1358190 5.2e-200
518290 1359690 1.6e-191
518290 1361190 4.3e-183
518290 1362690 1.1e-174
518290 1364190 4.1e-166
518290 1365690 2.2e-157
518290 1367190 9.9e-149
518290 1368690 3e-140
518290 1370190 5e-132
518290 1371690 4.4e-124
518290 1373190 1.7e-116
518290 1374690 2.7e-109
518290 1376190 1.4e-102
518290 1377690 2e-96
518290 1379190 6.8e-91
518290 1380690 4.7e-86
518290 1382190 6.2e-82
518290 1383690 1.6e-78
518290 1385190 8.9e-76
518290 1386690 1.2e-73
518290 1388190 4.4e-72
518290 1389690 5.7e-71
518290 1391190 3e-70
518290 1392690 6.9e-70
518290 1394190 8.2e-70
518290 1395690 5.6e-70
518290 1397190 2.4e-70
518290 1398690 7e-71
518290 1400190 1.5e-71
518290 1401690 2.5e-72
518290 1403190 3.5e-73
518290 1404690 4.1e-74
518290 1406190 4.4e-75
518290 1407690 4.3e-76
518290 1409190 3.9e-77
518290 1410690 3.2e-78
518290 1412190 2.4e-79
518290 1413690 1.7e-80
518290 1415190 1.1e-81
518290 1416690 6.8e-83
518290 1418190 3.8e-84
518290 1419690 2.1e-85
518290 1421190 1.1e-86
518290 1422690 5.2e-88
518290 1424190 2.4e-89
518290 1425690 1.1e-90
518290 1427190 4.9e-92
518290 1428690 2e-93
518290 1430190 7.6e-95
518290 1431690 3.1e-96
519790 1332690 0
519790 1334190 0
519790 1335690 0
519790 1337190 5.2e-318
519790 1338690 5.4e-309
519790 1340190 4.9e-300
519790 1341690 4.8e-291
519790 1343190 4.9e-282
519790 1344690 4.4e-273
519790 1346190 3.6e-264
519790 1347690 3.1e-255
519790 1349190 2.5e-246
519790 1350690 1.8e-237
519790 1352190 1.3e-228
519790 1353690 8.4e-220
519790 1355190 4.9e-211
519790 1356690 2.6e-202
519790 1358190 1.3e-193
519790 1359690 5.3e-185
519790 1361190 2.2e-176
519790 1362690 1.2e-167
519790 1364190 1.1e-158
519790 1365690 1.2e-149
519790 1367190 9.5e-141
519790 1368690 5e-132
519790 1370190 1.6e-123
519790 1371690 2.7e-115
519790 1373190 2.3e-107
519790 1374690 7.5e-100
519790 1376190 7.7e-93
519790 1377690 1.9e-86
519790 1379190 9.2e-81
519790 1380690 7.7e-76
519790 1382190 1e-71
519790 1383690 2.1e-68
519790 1385190 7.5e-66
519790 1386690 5.7e-64
519790 1388190 1.1e-62
519790 1389690 6.9e-62
519790 1391190 1.7e-61
519790 1392690 2.1e-61
519790 1394190 1.4e-61
519790 1395690 5.4e-62
519790 1397190 1.4e-62
519790 1398690 2.4e-63
519790 1400190 3.3e-64
519790 1401690 3.6e-65
519790 1403190 3.3e-66
519790 1404690 2.6e-67
519790 1406190 1.9e-68
519790 1407690 1.3e-69
519790 1409190 8.3e-71
519790 1410690 5.1e-72
519790 1412190 3e-73
519790 1413690 1.6e-74
519790 1415190 8.6e-76
519790 1416690 4.3e-77
519790 1418190 2e-78
519790 1419690 9.2e-80
519790 1421190 4.2e-81
519790 1422690 1.7e-82
519790 1424190 6.9e-84
519790 1425690 2.8e-85
519790 1427190 1.1e-86
519790 1428690 4.1e-88
519790 1430190 1.4e-89
519790 1431690 5.2e-91
521290 1332690 0
521290 1334190 0
521290 1335690 5.7e-322
521290 1337190 7.5e-313
521290 1338690 8.3e-304
521290 1340190 8.4e-295
521290 1341690 9.6e-286
521290 1343190 1.1e-276
521290 1344690 1.1e-267
521290 1346190 1e-258
521290 1347690 1.1e-249
521290 1349190 9.8e-241
521290 1350690 8.4e-232
521290 1352190 7.3e-223
521290 1353690 5.7e-214
521290 1355190 4.2e-205
521290 1356690 2.9e-196
521290 1358190 1.8e-187
521290 1359690 1.1e-178
521290 1361190 7.2e-170
521290 1362690 8.9e-161
521290 1364190 1.8e-151
521290 1365690 3.2e-142
521290 1367190 4.5e-133
521290 1368690 4.4e-124
521290 1370190 2.7e-115
521290 1371690 1e-106
521290 1373190 2e-98
521290 1374690 1.4e-90
521290 1376190 3e-83
521290 1377690 1.4e-76
521290 1379190 1.2e-70
521290 1380690 1.3e-65
521290 1382190 1.6e-61
521290 1383690 2.4e-58
521290 1385190 5.1e-56
521290 1386690 2e-54
521290 1388190 1.8e-53
521290 1389690 5.2e-53
521290 1391190 6e-53
521290 1392690 3.5e-53
521290 1394190 1.2e-53
521290 1395690 2.6e-54
521290 1397190 3.9e-55
521290 1398690 4.3e-56
521290 1400190 3.8e-57
521290 1401690 2.7e-58
521290 1403190 1.7e-59
521290 1404690 9.6e-61
521290 1406190 4.9e-62
521290 1407690 2.4e-63
521290 1409190 1.1e-64
521290 1410690 5.2e-66
521290 1412190 2.3e-67
521290 1413690 1e-68
521290 1415190 4.2e-70
521290 1416690 1.8e-71
521290 1418190 7.1e-73
521290 1419690 2.7e-74
521290 1421190 1.1e-75
521290 1422690 3.9e-77
521290 1424190 1.4e-78
521290 1425690 4.8e-80
521290 1427190 1.7e-81
521290 1428690 5.9e-83
521290 1430190 1.9e-84
521290 1431690 6.1e-86
522790 1332690 0
522790 1334190 0
522790 1335690 5.3e-317
522790 1337190 7.3e-308
522790 1338690 8.5e-299
522790 1340190 9.7e-290
522790 1341690 1.3e-280
522790 1343190 1.6e-271
522790 1344690 1.7e-262
522790 1346190 1.9e-253
522790 1347690 2.2e-244
522790 1349190 2.3e-235
522790 1350690 2.4e-226
522790 1352190 2.5e-217
522790 1353690 2.3e-208
522790 1355190 2.1e-199
522790 1356690 1.8e-190
522790 1358190 1.4e-181
522790 1359690 1.2e-172
522790 1361190 1.5e-163
522790 1362690 4e-154
522790 1364190 1.4e-144
522790 1365690 4.1e-135
522790 1367190 9.6e-126
522790 1368690 1.7e-116
522790 1370190 2.3e-107
522790 1371690 2e-98
522790 1373190 8.8e-90
522790 1374690 1.5e-81
522790 1376190 7.9e-74
522790 1377690 8.2e-67
522790 1379190 1.2e-60
522790 1380690 1.7e-55
522790 1382190 2.1e-51
522790 1383690 2.3e-48
522790 1385190 2.6e-46
522790 1386690 4.4e-45
522790 1388190 1.6e-44
522790 1389690 2e-44
522790 1391190 1e-44
522790 1392690 2.7e-45
522790 1394190 4.6e-46
522790 1395690 5.6e-47
522790 1397190 5e-48
522790 1398690 3.5e-49
522790 1400190 2e-50
522790 1401690 1e-51
522790 1403190 4.5e-53
522790 1404690 1.8e-54
522790 1406190 7e-56
522790 1407690 2.6e-57
522790 1409190 9.2e-59
522790 1410690 3.2e-60
522790 1412190 1.1e-61
522790 1413690 3.9e-63
522790 1415190 1.3e-64
522790 1416690 4.7e-66
522790 1418190 1.6e-67
522790 1419690 5.3e-69
522790 1421190 1.8e-70
522790 1422690 5.9e-72
522790 1424190 1.8e-73
522790 1425690 5.8e-75
522790 1427190 1.9e-76
522790 1428690 5.9e-78
522790 1430190 1.7e-79
522790 1431690 5.1e-81
524290 1332690 0
524290 1334190 2.1e-321
524290 1335690 3.3e-312
524290 1337190 4.8e-303
524290 1338690 5.9e-294
524290 1340190 7.5e-285
524290 1341690 1.1e-275
524290 1343190 1.4e-266
524290 1344690 1.7e-257
524290 1346190 2.2e-248
524290 1347690 2.9e-239
524290 1349190 3.4e-230
524290 1350690 4.1e-221
524290 1352190 4.8e-212
524290 1353690 5.3e-203
524290 1355190 5.8e-194
524290 1356690 6.1e-185
524290 1358190 6.2e-176
524290 1359690 7.7e-167
524290 1361190 1.9e-157
524290 1362690 8.6e-148
524290 1364190 4.5e-138
524290 1365690 2.1e-128
524290 1367190 8.1e-119
524290 1368690 2.7e-109
524290 1370190 7.5e-100
524290 1371690 1.4e-90
524290 1373190 1.5e-81
524290 1374690 7.1e-73
524290 1376190 9.3e-65
524290 1377690 2.2e-57
524290 1379190 6.1e-51
524290 1380690 1.3e-45
524290 1382190 1.6e-41
524290 1383690 1.2e-38
524290 1385190 6.8e-37
524290 1386690 4.8e-36
524290 1388190 6.6e-36
524290 1389690 2.9e-36
524290 1391190 6.5e-37
524290 1392690 8.2e-38
524290 1394190 7.1e-39
524290 1395690 4.8e-40
524290 1397190 2.6e-41
524290 1398690 1.2e-42
524290 1400190 4.8e-44
524290 1401690 1.7e-45
524290 1403190 5.7e-47
524290 1404690 1.8e-48
524290 1406190 5.2e-50
524290 1407690 1.5e-51
524290 1409190 4.2e-53
524290 1410690 1.2e-54
524290 1412190 3.3e-56
524290 1413690 9.5e-58
524290 1415190 2.7e-59
524290 1416690 7.8e-61
524290 1418190 2.3e-62
524290 1419690 6.6e-64
524290 1421190 1.9e-65
524290 1422690 5.8e-67
524290 1424190 1.6e-68
524290 1425690 4.7e-70
524290 1427190 1.4e-71
524290 1428690 4e-73
524290 1430190 1.1e-74
524290 1431690 3e-76
525790 1332690 0
525790 1334190 8.5e-317
525790 1335690 1.4e-307
525790 1337190 2.1e-298
525790 1338690 2.7e-289
525790 1340190 3.9e-280
525790 1341690 6e-271
525790 1343190 8.4e-262
525790 1344690 1.1e-252
525790 1346190 1.6e-243
525790 1347690 2.3e-234
525790 1349190 3e-225
525790 1350690 4.1e-216
525790 1352190 5.4e-207
525790 1353690 6.9e-198
525790 1355190 8.9e-189
525790 1356690 1.1e-179
525790 1358190 1.4e-170
525790 1359690 2.6e-161
525790 1361190 1.1e-151
525790 1362690 7.7e-142
525790 1364190 5.6e-132
525790 1365690 3.8e-122
525790 1367190 2.3e-112
525790 1368690 1.4e-102
525790 1370190 7.7e-93
525790 1371690 3e-83
525790 1373190 7.9e-74
525790 1374690 9.3e-65
525790 1376190 3.1e-56
525790 1377690 2.1e-48
525790 1379190 1.5e-41
525790 1380690 5.7e-36
525790 1382190 7e-32
525790 1383690 2.9e-29
525790 1385190 6.4e-28
525790 1386690 1.6e-27
525790 1388190 8.5e-28
525790 1389690 1.4e-28
525790 1391190 1.3e-29
525790 1392690 7.9e-31
525790 1394190 3.7e-32
525790 1395690 1.5e-33
525790 1397190 5.2e-35
525790 1398690 1.6e-36
525790 1400190 4.7e-38
525790 1401690 1.3e-39
525790 1403190 3.2e-41
525790 1404690 7.9e-43
525790 1406190 1.9e-44
525790 1407690 4.4e-46
525790 1409190 1e-47
525790 1410690 2.4e-49
525790 1412190 5.7e-51
525790 1413690 1.4e-52
525790 1415190 3.3e-54
525790 1416690 8.3e-56
525790 1418190 2.1e-57
525790 1419690 5.4e-59
525790 1421190 1.4e-60
525790 1422690 3.7e-62
525790 1424190 9.8e-64
525790 1425690 2.5e-65
525790 1427190 6.8e-67
525790 1428690 1.9e-68
525790 1430190 4.8e-70
525790 1431690 1.2e-71
527290 1332690 1.5e-321
527290 1334190 2.3e-312
527290 1335690 4e-303
527290 1337190 6.2e-294
527290 1338690 8.5e-285
527290 1340190 1.3e-275
527290 1341690 2.1e-266
527290 1343190 3.1e-257
527290 1344690 4.5e-248
527290 1346190 7.1e-239
527290 1347690 1.1e-229
527290 1349190 1.5e-220
527290 1350690 2.3e-211
527290 1352190 3.4e-202
527290 1353690 4.9e-193
527290 1355190 7.2e-184
527290 1356690 1e-174
527290 1358190 1.7e-165
527290 1359690 4.5e-156
527290 1361190 2.8e-146
527290 1362690 2.6e-136
527290 1364190 2.5e-126
527290 1365690 2.3e-116
527290 1367190 2.1e-106
527290 1368690 2e-96
527290 1370190 1.9e-86
527290 1371690 1.4e-76
527290 1373190 8.2e-67
527290 1374690 2.2e-57
527290 1376190 2.1e-48
527290 1377690 4.7e-40
527290 1379190 9.8e-33
527290 1380690 6.6e-27
527290 1382190 8.3e-23
527290 1383690 2e-20
527290 1385190 1.5e-19
527290 1386690 1.2e-19
527290 1388190 2.2e-20
527290 1389690 1.5e-21
527290 1391190 5.9e-23
527290 1392690 2e-24
527290 1394190 5.4e-26
527290 1395690 1.4e-27
527290 1397190 3.4e-29
527290 1398690 8e-31
527290 1400190 1.8e-32
527290 1401690 3.8e-34
527290 1403190 7.8e-36
527290 1404690 1.6e-37
527290 1406190 3.2e-39
527290 1407690 6.5e-41
527290 1409190 1.3e-42
527290 1410690 2.7e-44
527290 1412190 5.5e-46
527290 1413690 1.2e-47
527290 1415190 2.5e-49
527290 1416690 5.4e-51
527290 1418190 1.2e-52
527290 1419690 2.8e-54
527290 1421190 6.5e-56
527290 1422690 1.6e-57
527290 1424190 3.9e-59
527290 1425690 9.3e-61
527290 1427190 2.3e-62
527290 1428690 5.9e-64
527290 1430190 1.5e-65
527290 1431690 3.6e-67
528790 1332690 2.7e-317
528790 1334190 4.4e-308
528790 1335690 7.8e-299
528790 1337190 1.2e-289
528790 1338690 1.7e-280
528790 1340190 2.8e-271
528790 1341690 4.8e-262
528790 1343190 7.4e-253
528790 1344690 1.1e-243
528790 1346190 1.9e-234
528790 1347690 3e-225
528790 1349190 4.6e-216
528790 1350690 7.5e-207
528790 1352190 1.2e-197
528790 1353690 1.9e-188
528790 1355190 3.1e-179
528790 1356690 4.9e-170
528790 1358190 9.6e-161
528790 1359690 3.5e-151
528790 1361190 2.8e-141
528790 1362690 3.1e-131
528790 1364190 3.6e-121
528790 1365690 4.1e-111
528790 1367190 4.9e-101
528790 1368690 6.8e-91
528790 1370190 9.2e-81
528790 1371690 1.2e-70
528790 1373190 1.2e-60
528790 1374690 6.1e-51
528790 1376190 1.5e-41
528790 1377690 9.8e-33
528790 1379190 4.2e-25
528790 1380690 4e-19
528790 1382190 5.7e-15
528790 1383690 1.1e-12
528790 1385190 4e-12
528790 1386690 1e-12
528790 1388190 7.2e-14
528790 1389690 2.4e-15
528790 1391190 5.1e-17
528790 1392690 1e-18
528790 1394190 2e-20
528790 1395690 3.7e-22
528790 1397190 7.1e-24
528790 1398690 1.3e-25
528790 1400190 2.4e-27
528790 1401690 4.3e-29
528790 1403190 7.8e-31
528790 1404690 1.4e-32
528790 1406190 2.5e-34
528790 1407690 4.6e-36
528790 1409190 8.3e-38
528790 1410690 1.5e-39
528790 1412190 2.9e-41
528790 1413690 5.5e-43
528790 1415190 1.1e-44
528790 1416690 2.1e-46
528790 1418190 4.4e-48
528790 1419690 9.2e-50
528790 1421190 2e-51
528790 1422690 4.4e-53
528790 1424190 1e-54
528790 1425690 2.3e-56
528790 1427190 5.3e-58
528790 1428690 1.3e-59
528790 1430190 3.1e-61
528790 1431690 7.1e-63
